"","A01","A02","A03","B05","B06","B07","B08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24A","C24B","C25","C26","C27","C28","C29","C301","C302T309","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"TTL_M",1119.981,32.282,40.958,0.729,0.042,63.895,162.587,37.817,5109.173,335.957,181.796,587.703,908.721,1851.35,1376.865,738.09,743.461,477.742,291.776,1317.289,313.923,826.045,829.438,2760.187,90.979,527.182,867.541,2857.46,1101.137,7872.651,12598.461,1085.947,82.69,315.296,2388.605,124.396,2258.712,1405.647,2185.812,2663.293,3947.374,2398.332,18452.864,3699.282,2953.536,1035.295,2529.472,2297.762,1345.901,0,3378.085,79.199,1728.659,17226.448,36.213,127.142,442.296,22304.813,-10951.151,131565.135
"TTL_N",708.341,65.227,50.615,0.826,0.058,80.428,218.801,24.389,3127.371,231.416,199.86,588.046,730.84,1255.861,847.118,576.254,715.279,321.862,238.3,1050.938,132.254,643.228,734.936,1692.294,65.173,398.858,747.812,2467.422,1643.104,4425.439,10249.541,2147.201,229.338,929.184,4306.022,342.213,2412.78,1002.316,2256.764,2714.429,3018.117,2525.212,6221.838,9335.16,3357.897,1649.678,3402.629,2916.936,1227.704,0,7239.045,59.616,592.882,754.92,22.005,220.911,1090.994,5652.497,-9837.36,90022.824
"TTL_O",204.046,38.212,15.291,0.176,0.004,9.966,31.7,2.962,717.822,50.605,116.754,129.063,239.034,253.808,108.312,94.744,148.771,105.498,75.414,213.356,16.503,91.098,97.281,307.551,9.199,58.367,109.313,417.575,276.784,1559.243,2166.819,940.422,104.537,370.944,1940.012,63.86,279.218,85.341,350.196,192.697,307.57,396.3,636.695,375.419,578.908,129.345,308.236,281.373,137.249,0,2717.048,71.475,85750.922,3132.936,5.937,41.968,269.357,2428.323,-436.465,109125.093
"TTL_P",35.279,3.685,2.998,0.013,0.001,2.31,6.949,0.588,121.326,8.918,6.258,18.002,55.71,54.095,60.698,21.385,25.889,24.56,23.812,54.46,9.709,44.031,38.61,65.556,4.632,30.947,40.35,109.027,65.536,140.814,319.733,79.522,5.443,45.166,137.573,8.265,65.185,36.79,175.723,257.623,262.966,60.677,495.032,206.138,540.336,1053.071,636.591,135.035,90.255,0,10103.328,2516.638,58450.255,1237.302,0.62,1001.819,1656.625,362.653,-1254.151,79762.361
"TTL_Q",37.953,4.652,5.636,0.065,0.001,2.052,2.16,0.409,188.273,14.353,9.011,25.214,24.078,54.342,53.858,33.123,47.851,13.343,13.691,82.616,7.484,32.89,27.553,65.927,3.901,12.24,32.146,60.591,55.098,156.068,367.627,99.556,2.544,12.518,62.861,10.724,177.261,30.834,34.193,65.998,122.856,36.319,191.864,107.736,332.391,124.287,10498.121,98.738,160.036,0,25088.661,3733.832,92766.925,234.276,4.547,248.411,1221.603,195.072,-390.139,136706.229
"TTL_R",116.638,7.086,7.905,0.023,0.001,1.412,5.25,0.468,660.773,54.185,19.459,54.96,49.132,127.096,58.942,57.471,48.142,35.205,22.922,114.665,10.358,43.09,52.503,118.024,7.846,27.002,79.055,95.892,92.802,264.615,871.317,104.465,10.196,25.4,117.593,12.926,556.523,645.63,122.125,116.194,164.672,112.968,691.74,323.109,377.182,231.01,261.318,7026.651,1273.125,0,19998.774,868.089,10576.679,579.708,2.129,535.233,2446.674,1855.588,-1429.075,50710.866
"TTL_S",149.622,13.273,24.333,0.057,0.002,9.201,24.723,1.43,500.06,73.268,56.284,78.541,96.161,189.12,96.917,68.22,95.865,66.461,43.87,250.512,22.613,69.402,98.777,186.212,11.314,46.608,125.788,255.991,225.189,608.911,1261.829,276.884,19.063,50.562,401.726,25.062,771.321,197.719,220.348,340.842,809.921,229.922,1160.359,655.982,367.819,257.399,1215.934,752.413,2507.602,0,11933.338,8030.605,1200.361,728.114,6.788,290.183,1245.292,695.044,-403.072,38738.085
"TTL_T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10455.551,0,0,0,0,0,0,0,0,10455.551
"IMP_OTHER",-5.747,0.506,4.54,0.022,0.001,1.813,4.728,0.324,-140.424,49.397,6.731,34.821,757.035,179.574,37.722,69.354,35.768,31.132,17.174,44.934,19.91,51.288,43.615,259.049,4.618,35.482,49.334,226.673,20.285,145.456,117.678,100.426,7.002,33.279,29.448,2.905,21.88,12.341,23.496,25.666,18.158,5.6,44.426,22.711,20.889,10.817,87.703,18.733,15.22,0,1281.923,0.032,81.42,563.205,125.231,992.553,0,0,0,5647.856
"TXS_INT_FNL",862.279,37.996,113.793,0.376,0.014,39.434,99.185,10.217,857.46,310.425,115.419,353.522,-927.09,463.297,438.815,638.315,501.742,353.963,57.794,597.345,106.913,392.624,419.092,1777.227,42.722,209.233,522.927,-157.726,293.126,2657.065,4954.836,2763.003,54.26,155.666,1413.482,79.549,1905.701,407.014,674.53,774.639,1379.838,1012.57,1957.97,1553.614,1115.196,419.591,1241.271,948.339,590.387,0,64324.213,-178.657,-1134.133,19255.668,1172.837,0,4765.072,4183.673,0,126977.629
"TTL_INT_FNL",36516.566,1502.607,1881.154,12.055,0.466,1050.895,3035.159,220.131,139095.11,12683.879,7923.054,20776.942,58642.099,49965.715,16255.508,20443.581,21145.846,22612.405,14827.411,36797.744,3987.772,16537.67,18609.606,60410.454,2179.945,12136.221,16017.959,59287.89,25813.323,119124.471,126046.264,39583.564,2847.349,11492.668,45258.974,4326.141,58098.612,13696.172,23639.72,25293.918,39400.31,28815.609,63444.4,39722.463,29507.576,14040.269,53922.793,28979.954,17194.617,0,775880.187,15551.301,288439.873,287039.96,18573.073,14641.195,55116.673,479899.646,-512787.071,2887159.849
"VALU",30218.315,1085.515,1369.768,35.244,4.19,1039.575,3664.944,330.65,30161.67,8481.232,2973.323,6636.68,8396.78,10983.89,7744.853,7570.8,6836.48,4560.216,2184.166,13607.047,2233.854,4862.161,8178.441,13373.26,557.223,4450.154,12220.801,44318.684,14346.516,75322.813,171287.925,28954.627,1703.092,3287.443,21629.973,2814.718,76425.837,9258.807,12501.964,29041.138,54822.641,149963.833,68120.718,50300.347,79617.499,65722.08,82783.414,21730.904,21543.462,10455.551,0,0,0,0,0,0,0,0,0,1289715.219
"LABR",6169.789,286.626,789.464,0.155,0.241,124.481,667.342,17.367,14319.567,3276.303,1709.415,4139.851,880.748,5729.178,3506.768,4399.213,4232.196,2118.466,1460.552,8449.724,1433.532,3423.565,5654.3,7653.434,449.79,2352.793,7315.443,2819.955,8277.459,43801.321,95011.386,19303.91,737.341,2305.722,11109.227,2720.633,31992.29,5521.111,4378.202,19941.198,20438.194,5983.025,44299.971,37217.426,60110.619,59905.657,74447.751,14304.399,10603.777,10448.994,0,0,0,0,0,0,0,0,0,676239.873
"OTXS",-5644.733,-105.136,-28.036,34.583,-0.931,-50.45,351.403,306.339,76.492,-9.427,17.864,57.404,156.62,88.456,-7.229,21.848,136.622,-9.969,14.752,12.487,-19.617,-23.415,-22.356,8.387,44.598,11.248,-21.431,-52.165,113.846,2627.776,691.692,29.311,-96.742,-9.65,495.46,-141.631,422.429,-257.81,607.911,-298.096,3186.357,9543.316,-104.5,-380.721,464.314,-72.408,306.414,130.102,-37.893,6.557,0,0,0,0,0,0,0,0,0,12570.24
"CFC",5096.601,159.608,273.912,4.51,0.553,136.804,480.954,42.267,5922.669,574.034,398.662,1401.513,1901.265,1874.867,2345.299,1298.735,1393.872,1075.614,505.18,1951.085,641.209,1220.416,1552.965,3969.93,190.474,891.113,1440.489,9932.947,3996.271,14973.343,19251.019,11224.257,822.502,1057.834,7010.438,214.781,4584.733,2533.049,6076.878,6176.237,6345.122,43332.506,14094.657,8111.178,18935.182,9087.664,6169.989,5607.018,1505.478,0,0,0,0,0,0,0,0,0,0,237787.681
"NOPS",24596.656,744.417,334.428,-4.004,4.328,828.739,2165.245,-35.323,9842.942,4640.321,847.382,1037.911,5458.147,3291.389,1900.015,1851.003,1073.79,1376.105,203.684,3193.752,178.731,241.595,993.533,1741.51,-127.64,1195.001,3486.3,31617.945,1958.939,13920.375,56333.825,-1602.849,239.991,-66.463,3014.85,20.936,39426.381,1462.457,1438.975,3221.8,24852.966,91104.982,9830.592,5352.465,107.388,-3198.832,1859.261,1689.385,9472.1,0,0,0,0,0,0,0,0,0,0,363117.425
"OUTPUT",66734.881,2588.122,3250.921,47.299,4.656,2090.47,6700.103,550.781,169256.78,21165.111,10896.377,27413.622,67038.879,60949.605,24000.361,28014.381,27982.326,27172.621,17011.578,50404.791,6221.627,21399.831,26788.047,73783.714,2737.167,16586.376,28238.76,103606.574,40159.839,194447.285,297334.189,68538.191,4550.441,14780.111,66888.948,7140.86,134524.449,22954.979,36141.684,54335.056,94222.951,178779.441,131565.118,90022.81,109125.075,79762.348,136706.206,50710.858,38738.078,10455.551,0,0,0,0,0,0,0,0,0,2754520.23
