"","A01","A02","A03","B05","B06","B07","B08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24A","C24B","C25","C26","C27","C28","C29","C301","C302T309","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"TTL_C26",7.316,0.17,0.739,5.044,41.221,1.556,0.54,0.231,10.873,3.305,0.611,6.042,8.106,13.062,2.726,6.938,4.619,4.692,0.459,10.889,564.383,84.688,66.253,28.092,1.004,5.764,38.89,25.361,8.381,116.713,164.236,9.426,0.144,4.598,6.772,1.868,10.417,15.93,230.041,72.177,31.326,8.044,65.655,31.439,84.819,41.96,107.124,21.712,144.075,0,1434.615,0.028,1.314,5335.558,2188.521,11.041,6.706,192.409,-8634.203,2656.419
"TTL_C27",11.558,0.18,1.681,14.891,45.465,5.587,2.249,0.807,18.136,3.047,0.952,7.981,4.711,9.932,1.954,9.588,9.514,12.069,3.898,29.113,114.482,446.846,145.63,112.353,1.026,14.883,84.372,171.192,14.42,811.715,220.03,28.874,0.275,2.561,7.06,0.823,18.456,7.161,112.452,16.908,8.665,18.048,60.642,34.457,98.285,23.414,42.103,32.987,122.95,0,342.542,0.011,0.281,734.753,316.309,5.23,5.919,611.155,-2420.074,2562.509
"TTL_C28",29.714,1.741,3.842,91.63,390.17,19.427,6.182,2.832,77.63,15.256,4.982,23.389,32.901,25.453,5.41,46.967,41.694,22.042,1.685,37.092,31.501,57.342,394.906,73.51,2.102,12.842,100.589,59.692,22.927,412.008,176.963,27.945,0.109,2.121,8.067,1.037,8.534,2.947,18.039,6.111,14.575,8.326,33.114,23.401,61.9,18.052,34.322,14.879,37.887,0,1162.922,0.002,1.318,3732.717,1605.758,2.142,3.57,546.624,-5863.649,3737.195
"TTL_C29",3.043,0.488,0.377,2.086,15.209,1.403,0.446,0.13,5.599,1.401,0.327,1.179,1.831,2.32,0.425,3.287,3.424,1.823,0.299,3.656,4.465,6.717,14.599,318.723,0.096,2.929,7.787,4.213,3.174,31.59,268.671,59.221,0.118,2.919,4.178,0.416,1.274,0.557,2.888,1.127,1.873,1.514,4.138,6.569,11.026,3.355,3.747,2.653,4.978,0,2875.978,0.001,1.098,2093.994,913.28,8.964,3.232,257.438,-4309.724,2668.53
"TTL_C301",0.101,0.005,1.943,0.09,4.684,0.085,0.025,0.001,0.258,0.038,0.008,0.034,0.056,0.062,0.011,0.06,0.037,0.044,0.005,0.176,0.154,0.125,1.053,0.894,12.556,8.406,5.198,0.101,0.062,0.748,1.951,2.99,2.117,8.382,2.005,0.017,0.072,0.009,0.023,0.009,0.101,0.037,0.2,0.306,37.995,0.171,0.111,0.382,2.852,0,81.579,0,0.007,332.735,143.068,0.024,0.008,50.522,-637.133,67.561
"TTL_C302T309",0.422,0.126,2.37,1.407,1.931,0.246,0.036,0.027,1.506,0.136,0.051,0.132,0.188,0.428,0.05,0.331,0.242,0.245,0.024,1.289,0.738,1.201,2.993,19.08,1.525,173.953,21.945,0.372,0.224,4.493,28.927,55.117,0.377,55.252,2.719,0.095,0.235,0.02,0.123,0.108,0.385,0.188,1.059,2.541,83.003,0.768,4.348,0.698,15.669,0,323.12,0,0.024,820.667,341.698,0.163,0.001,3.088,-1313.023,665.084
"TTL_C31T33",45.012,0.994,5.327,20.296,134.242,5.814,3.736,0.922,49.599,22.728,5.089,16.057,22.686,19.622,5.41,13.869,17.265,16.132,1.153,11.318,16.478,9.284,17.92,10.492,0.304,3.244,93.604,50.699,18.314,118.863,103.348,46.655,0.518,27.328,11.531,1.495,23.464,3.379,23.618,8.014,22.73,13.213,29.443,22.718,81.838,53.078,193.233,38.503,32.947,0,1988.025,1.737,140.693,1675.227,540.639,42.15,63.197,301.647,-1128.357,5118.484
"TTL_D",335.463,3.756,21.192,247.085,1552.131,75.157,35.159,3.992,679.506,143.562,24.186,249.023,434.645,329.352,35.966,147.108,276.932,231.004,22.041,90.912,53.705,46.006,69.961,56.076,1.022,12.068,81.098,2330.245,269.713,324.425,1507.886,313.05,0.839,20.448,84.792,14.736,583.958,54.407,253.518,57.915,278.079,319.654,210.553,121.122,838.209,532.628,515.561,303.572,203.794,0,5768.359,8.535,283.095,313.723,0.637,2.324,17.404,472.237,-109.038,21154.483
"TTL_E",65.428,0.356,4.392,22.758,121.142,11.737,3.357,1.189,120.825,21.566,5.184,124.489,53.245,62.723,8.503,31.895,33.905,232.825,24.696,18.084,7.093,7.508,15.052,7.086,0.208,3.056,14.045,80.159,740.836,111.294,280.737,23.744,0.162,2.847,12.146,2.566,91.445,4.191,13.134,6.873,33.078,72.28,34.359,30.777,577.61,112.472,192.037,41.516,27.812,0,2310.525,0.192,106.987,45.006,1.076,0.847,2.643,122.378,-11.171,6092.907
"TTL_F",85.923,4.442,6.218,40.532,131.146,7.766,3.476,2.043,33.313,8.965,2.209,9.428,28.645,12.924,2.469,7.929,19.483,11.346,1.395,14.399,3.749,5.562,9.458,5.239,0.242,1.442,34.163,177.448,93.191,4424.746,367.772,65.583,0.217,2.665,55.592,3.784,68.842,8.811,97.935,7.964,80.956,1035.228,154.129,44.889,885.919,178.341,143.016,53.666,24.948,0,423.47,100.932,1.45,30740.507,34.916,14.752,14.418,21.072,-48.705,39772.36
