"","A01","A02","A03","B05","B06","B07","B08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24A","C24B","C25","C26","C27","C28","C29","C301","C302T309","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"TTL_C20",1377.162,1.83,2.58,48.307,378.517,201.33,30.257,29.747,103.74,13.099,2.376,19.219,15.854,340.369,25.371,122.808,52.314,15.466,12.803,2.735,2.358,4.416,4.254,23.433,2.544,1.492,18.209,11.597,38.317,185.058,185.248,45.031,0.379,4.493,15.748,0.383,24.973,28.595,1.203,21.471,17.433,88.241,67.901,124.723,82.033,143.678,356.589,24.838,113.081,0,983.664,0.004,0.507,8.912,26.072,4.703,0.008,1904.757,-5363.21,1999.02
"TTL_C21",50.526,0.04,0.268,1.447,14.357,6.899,0.643,0.606,5.212,0.242,0.043,0.313,0.249,5.886,17.14,1.917,0.91,0.523,0.277,0.064,0.041,0.076,0.133,0.442,0.045,0.033,0.44,0.412,1.169,4.431,11.267,2.975,0.029,0.316,0.499,0.039,0.666,0.672,0.065,0.507,0.906,2.035,13.184,3.068,38.623,16.402,820.33,3.612,6.816,0,1880.194,0.004,0.409,4.835,46.253,2.933,0.418,81.507,-2392.851,660.499
"TTL_C22",128.05,1.177,2.744,23.479,208.61,47.928,7.447,8.571,173.292,3.016,0.74,7.165,0.994,19.969,6.615,62.641,13.694,3.14,3.623,2.085,2.468,5.909,7.946,60.325,1.159,3.491,17.564,4.225,16.495,348.761,597.067,308.908,0.501,3.758,17.57,1.164,12.504,10.46,3.321,8.322,27.101,65.415,43.925,74.433,49.555,66.612,78.479,14.28,26.542,0,633.707,0.005,0.094,8.68,18.742,0.571,0.011,240.063,-2632.006,873.108
"TTL_C23",62.078,0.511,0.313,7.485,152.046,70.594,11.381,6.703,70.14,0.398,0.535,0.378,0.536,6.07,2.242,4.882,220.195,18.375,4.592,1.187,1.106,1.868,1.748,13.319,0.972,0.568,5.608,6.687,8.819,1983.754,101.443,22.993,0.397,0.397,5.635,0.201,13.509,0.891,0.621,1.106,8.801,240.344,27.838,20.197,33.913,74.155,31.595,7.579,19.642,0,332.573,0.003,0.328,152.634,56.671,0.398,0.029,215.93,-1562.616,2472.298
"TTL_C24A",27.311,0.579,0.358,55.755,1428.591,153.185,5.78,24.665,8.359,0.344,0.508,0.781,1.029,2.646,0.323,8.62,34.656,1086.638,39.795,85.152,3.782,17.179,93.578,186.265,20.127,26.148,74.142,21.622,59.069,1435.996,166.789,38.018,0.495,0.259,14.518,0.107,0.862,0.422,0.296,0.771,3.95,57.307,55.532,12.644,23.173,24.657,5.922,7.742,10.914,0,0.307,0,2.372,0.801,0.306,0.077,0,6457.619,-2634.858,9153.987
"TTL_C24B",59.134,1.869,0.269,22.091,1133.445,234.835,11.784,13.444,139.82,2.304,1.821,7.338,2.728,96.719,6.418,30.47,69.864,814.116,4042.727,190.57,48.991,217.894,182.845,484.337,25.672,61.744,337.746,53.476,253.759,1655.587,768.537,101.006,1.274,1.341,20.18,0.088,14.614,7.068,1.786,5.89,26.118,135.071,64.913,24.373,70.7,11.798,44.064,24.482,59.094,0,26.143,0,0.022,66.014,25.997,0.11,0,1816.12,-841.366,12679.255
"TTL_C25",10.52,0.179,0.153,5.681,67.669,12.029,1.111,3.658,8.707,0.154,0.135,0.218,0.21,1.4,0.195,1.041,1.996,10.839,2.891,2.664,0.269,0.859,3.848,8.097,0.967,0.957,5.663,1.677,1.69,93.256,26.613,7.25,0.057,0.469,1.437,0.036,1.177,0.442,0.459,1.012,1.096,10.577,5.918,6.416,18.973,6.049,4.007,1.394,3.015,0,92.724,0.002,0.16,1039.372,366.177,0.711,0.003,248.717,-1295.301,797.696
"TTL_C26",2.677,0.016,0.033,0.264,3.476,0.823,0.148,0.212,0.503,0.041,0.007,0.048,0.033,0.446,0.059,0.198,0.168,0.221,0.156,0.027,0.06,0.07,0.066,0.219,0.015,0.021,0.428,0.386,0.183,1.958,3.209,1.68,0.016,0.44,0.241,0.017,0.182,0.244,0.338,2.323,1.329,0.639,1.008,0.976,1.718,1.226,2.053,0.3,0.448,0,34.801,0.009,0.111,362.904,135.93,3.826,0.058,122.813,-560.047,131.755
"TTL_C27",2.625,0.022,0.056,0.526,5.496,1.755,0.274,0.474,0.768,0.041,0.009,0.067,0.033,0.334,0.054,0.213,0.263,0.521,0.352,0.079,0.157,0.974,0.423,1.528,0.065,0.117,2.146,2.344,0.356,12.895,8.535,3.739,0.032,0.53,0.425,0.021,0.373,0.366,1.061,1.373,0.712,1.459,2.345,2.167,3.874,2.17,2.684,0.919,1.026,0,82.046,0.004,0.058,682.71,289.849,1.819,0.189,475.271,-993.173,607.55
"TTL_C28",5.439,0.073,0.106,1.617,19.06,3.883,0.556,1.082,1.557,0.075,0.019,0.11,0.117,0.657,0.097,0.36,0.571,0.863,0.844,0.116,0.04,0.136,0.774,0.889,0.092,0.093,2.086,1.144,0.552,6.877,7.325,4.655,0.043,1.07,0.59,0.027,0.406,0.304,0.276,0.831,1.471,1.273,1.905,2.114,3.258,2.039,3.112,0.625,0.737,0,31.181,0.014,0.168,1378.167,590.611,0.747,0.028,411.265,-1708.822,785.3
"TTL_C29",1.653,0.073,0.04,0.287,5.154,1.5,0.171,0.263,1.249,0.051,0.009,0.058,0.02,0.263,0.056,0.402,0.278,1.019,2.268,0.166,0.049,0.181,0.278,16.295,0.042,0.133,0.892,0.233,0.427,4.986,30.058,18.427,0.036,0.521,0.718,0.034,0.17,0.185,0.101,0.424,0.846,0.965,1.17,2.183,1.948,1.512,1.21,0.423,0.504,0,235.485,0.007,0.065,1854.636,594.072,3.106,1.409,333.184,-890.013,2231.882
"TTL_C301",0.079,0.001,0.01,0.022,0.352,0.056,0.01,0.016,0.025,0.001,0,0.001,0.001,0.004,0.001,0.003,0.007,0.019,0.004,0.004,0.001,0.002,0.007,0.017,0.184,0.017,0.071,0.022,0.009,0.154,0.127,0.173,0.04,0.126,0.033,0.001,0.006,0.004,0.006,0.015,0.017,0.028,0.026,0.04,0.397,0.034,0.03,0.013,0.015,0,3.62,0,0.001,111.557,28.525,0.008,0.001,8.958,-19.911,134.99
"TTL_C302T309",0.142,0.003,0.018,0.033,0.362,0.079,0.012,0.026,0.035,0.002,0,0.002,0.002,0.018,0.002,0.009,0.01,0.024,0.051,0.004,0.001,0.005,0.008,0.127,0.04,0.537,0.329,0.028,0.017,0.149,0.618,2.068,0.013,1.057,0.074,0.002,0.012,0.012,0.012,0.056,0.081,0.079,0.108,0.17,1.39,0.116,0.16,0.032,0.059,0,18.209,0.006,0.012,351.472,150.962,0.056,0,185.289,-480.655,233.546
"TTL_C31T33",125.705,1.919,4.096,25.211,368.046,66.123,15.871,20.18,20.625,0.587,0.311,1.534,1.763,4.358,0.832,1.559,8.521,9.677,3.722,0.729,0.303,0.613,1.791,4.509,0.326,0.924,46.599,40.295,14.116,42.509,117.874,195.62,2.161,72.435,21.216,0.773,7.364,3.896,9.72,22.792,21.723,21.745,25.099,43.446,80.811,38.743,43.102,15.761,11.37,0,178.926,0.036,2.974,393.139,168.329,14.682,1.02,438.16,-995.945,1790.323
"TTL_D",134.896,1.053,2.788,47.941,716.801,142.998,22.453,10.284,52.714,1.705,0.432,4.705,5.182,15.338,1.523,4.915,23.268,24.657,10.164,1.192,0.607,0.891,1.677,6.353,0.496,0.75,8.147,278.735,38.489,31.239,399.508,207.741,0.181,2.212,25.224,1.996,57.882,15.575,20.495,28.423,82.128,141.684,41.177,43.7,234.504,340.006,157.957,64.059,63.967,0,3236.751,0.009,11.351,16.027,1.007,0.833,0.037,140.774,-304.888,6622.711
"TTL_E",15.506,0.066,0.356,2.814,35.23,12.853,1.313,2.494,6.205,0.116,0.051,1.252,0.355,1.092,0.187,0.376,1.634,14.141,6.691,0.154,0.043,0.093,0.219,0.482,0.058,0.121,0.755,5.875,58.58,8.504,45.168,9.338,0.056,0.352,2.434,0.232,6.47,0.884,0.484,1.884,8.698,21.432,6.538,7.679,108.907,54.851,43.373,6.774,7.117,0,572.705,2.053,229.695,19.645,0.325,0.298,0.001,0.79,-16.097,1319.704
"TTL_F",26.26,0.832,0.541,5.859,64.294,32.668,3.25,7.038,6.004,0.164,0.068,0.253,0.607,1.287,0.262,0.598,7.271,8.792,8.338,0.263,0.093,0.197,0.368,1.254,0.137,0.147,4.169,12.83,8.014,348.785,83.174,36.47,0.243,2.904,13.138,0.524,5.404,3.143,5.549,7.823,26.135,257.805,33.806,22.904,144.035,67.075,28.932,7.805,8.921,0,132.715,0.022,33.54,21861.127,5.875,5.13,0.327,49.837,-115.413,23279.59
"TTL_G",3246.069,13.645,27.534,132.108,1859.28,659.69,114.778,82.953,1352.086,55.819,9.172,45.099,153.92,306.465,43.735,138.272,293.892,616.272,512.573,56.241,10.605,36.666,64.953,199.71,14.5,20.396,107.886,305.717,104.647,2594.828,1517.411,959.099,6.393,97.694,71.666,5.512,429.503,83.439,13.873,73.543,123.361,344.307,233.355,339.918,512.455,517.603,1349.883,131.284,226.866,0,18664.255,2.987,288.962,6901.239,448.158,86.273,51.339,12789.626,-8448.713,51000.806
"TTL_H49",273.014,11.228,3.686,129.932,1305.288,329.432,72.335,65.877,152.662,3.021,1.923,6.517,31.96,26.223,4.129,9.456,63.917,93.515,67.12,4.697,1.28,3.048,6.61,20.965,1.302,1.936,20.409,87.163,26.388,313.247,1839.531,1807.004,1.94,12.897,226.368,32.948,34.544,33.144,10.917,34.664,148.907,67.805,108.216,152.163,299.506,344.523,217.417,42.43,74.923,0,4038.323,0.042,1089.181,222.33,29.111,114.06,41.001,3707.255,-896.664,16972.769
"TTL_H50",14.527,2.906,2.904,4.963,212.059,18.18,6.537,2.957,9.704,0.461,0.201,0.631,2.424,2.574,0.301,1.015,3.054,6.45,4.286,0.322,0.088,0.299,0.428,1.23,0.109,0.142,2.65,3.13,0.804,17.971,300.266,111.573,41.074,1.064,94.069,0.847,1.77,1.266,0.527,2.416,5.056,2.437,10.757,14.216,22.458,7.155,7.446,3.429,2.658,0,60.853,0.002,5.464,36.902,2.375,25.575,9.475,147.01,-865.916,375.533
"TTL_H51",26.32,0.682,0.335,1.897,174.308,7.437,1.952,2.58,11.797,0.515,0.171,0.612,0.365,2.364,0.578,1.213,3.023,2.039,1.52,0.19,0.111,0.324,0.502,1.194,0.093,0.196,1.913,1.74,1.687,32.11,160.948,25.684,0.18,119.541,44.273,6.073,5.257,6.3,3.505,20.97,104.548,18.389,41.281,68.59,100.728,50.846,33.31,13.532,19.267,0,493.317,0.011,2.012,54.804,3.752,75.828,29.428,751.76,-952.407,1581.496
"TTL_H52",61.152,1.415,2.311,22.036,208.034,68.733,9.68,13.766,34.189,0.811,0.527,1.661,9.326,6.726,1.008,2.591,13.459,27.802,18.17,1.592,0.304,0.906,2.028,7.124,0.463,0.69,5.489,20.361,5.653,93.094,737.095,603.402,11.424,165.667,256.052,4.754,8.468,5.141,4.324,11.387,20.425,14.347,24.739,32.599,60.502,21.25,19.048,9.551,11.679,0,722.568,0.023,4.347,93.547,18.089,6.585,0.67,972.13,-507.5,3973.411
"TTL_H53",2.106,0.03,0.047,0.364,6.719,0.852,0.11,0.435,0.577,0.023,0.007,0.048,0.028,0.112,0.037,0.053,0.115,0.147,0.063,0.018,0.01,0.018,0.044,0.103,0.009,0.013,0.22,0.702,0.323,1.497,31.535,4.223,0.02,0.454,1.528,5.406,0.82,1.581,1.45,2.287,30.957,9.551,5.008,4.17,15.868,6.926,3.57,1.574,3.864,0,124.91,0.002,0.633,1.656,0.552,2.61,0.834,34.553,-10.514,300.858
"TTL_I",5.901,0.352,0.214,2.849,56.537,19.359,1.91,3.144,4.121,0.151,0.05,0.212,0.236,0.98,0.345,0.376,0.79,0.732,0.368,0.133,0.084,0.189,0.339,0.561,0.079,0.119,2.594,3.064,2.573,16.713,140.618,61.931,0.484,14.89,13.83,0.978,10.805,9.075,4.849,31.948,91.795,18.575,54.326,73.175,131.28,123.158,60.418,29.597,41.538,0,2609.501,0.039,0.158,1.072,0.079,635.168,365.172,0.146,-645.721,4003.959
"TTL_J58T60",2.204,0.041,0.041,0.311,8.188,2.107,0.183,0.676,2.222,0.06,0.018,0.223,0.055,0.416,0.137,0.122,0.243,0.24,0.147,0.031,0.043,0.08,0.083,0.268,0.027,0.064,0.485,0.949,0.633,2.795,50.862,7.631,0.057,1.006,1.51,0.314,2.807,75.933,6.912,23.513,29.705,9.623,93.791,11.993,33.287,109.257,14.176,13.522,17.326,0,244.866,5.095,30.534,583.198,2.155,8.654,2.614,100.355,-221.186,1282.603
"TTL_J61",4.059,0.15,0.232,2.201,37.294,2.548,0.646,1.311,1.906,0.087,0.027,0.156,0.106,0.31,0.193,0.168,0.437,0.329,0.218,0.067,0.066,0.088,0.221,0.596,0.034,0.062,1.431,2.075,1.143,8.134,92.154,24.031,0.137,1.927,5.054,0.969,5.403,11.348,78.607,33.186,84.038,24.236,28.389,29.642,80.659,35.982,29.565,9.824,15.758,0,1933.244,0.01,0.168,7.511,1.332,32.388,14.576,308.274,-151.613,2803.093
"TTL_J62_63",2.494,0.05,0.065,1.053,19.273,2.131,0.435,0.829,2.304,0.071,0.018,0.151,0.094,0.499,0.214,0.19,0.429,0.441,0.19,0.06,0.064,0.089,0.146,0.344,0.037,0.062,0.78,2.467,1.199,5.838,56.797,10.789,0.107,1.895,3.529,0.562,1.91,7.073,7.919,132.231,69.794,11.6,25.777,19.765,42.365,27.991,15.547,5.017,6.494,0,31.081,0.436,3.102,3267.688,1.359,2.584,0.162,91.713,-751.707,3135.594
"TTL_K",215.112,3.363,5.721,30.978,857.742,99.829,11.972,48.372,58.878,1.56,0.5,3.468,4.288,9.035,2.899,3.826,12.131,8.563,5.654,1.236,0.948,1.877,3.405,7.093,0.786,1.336,18.12,63.209,24.667,141.813,1157.545,508.386,3.537,54.552,69.625,5.352,44.18,34.768,37.886,123.225,4069.886,1346.467,240.982,260.976,449.643,245.498,138.778,85.192,119.135,0,3031.246,0.041,89.826,9.903,1.194,31.135,12.262,455.405,-376.942,13898.063
"TTL_L",7.814,0.433,0.31,4.666,104.816,9.259,2.308,4.482,10.079,0.428,0.096,0.66,0.418,1.081,0.519,0.652,1.795,1.18,0.774,0.33,0.217,0.326,0.573,1.676,0.28,0.218,6.557,6.104,2.976,40.349,787.649,86.585,0.498,6.117,37.516,2.794,57.063,23.689,22.982,86.944,235.991,289.375,107.467,102.304,153.773,184.061,108.143,54.668,57.165,0,16151.167,50.873,43.586,4358.357,0.039,135.131,44.332,191.431,-201.148,23389.927
"TTL_M",144.445,1.276,1.763,40.223,929.749,107.065,17.285,111.531,85.225,1.555,0.338,2.677,3.451,10.682,5.521,4.139,12.572,9.37,4.787,1.49,1.789,2.132,3.873,14.529,1.273,1.99,26.553,59.778,28.247,448.204,1267.869,201.273,1.611,24.877,64.481,3.131,46.739,108.407,69.791,267.791,752.067,477.157,1038.539,319.428,827.926,428.52,229.8,114.504,141.684,0,809.184,11.806,39.071,2823.799,34.816,14.448,6.21,670.11,-2351.48,10527.077
"TTL_N",77.898,2.29,2.182,33.019,940.931,110.961,18.219,56.509,45.962,0.962,0.328,2.472,2.032,6.312,3.246,3.222,10.059,5.017,2.836,1.076,0.914,1.492,3.141,9.364,0.88,1.413,19.78,42.465,29.159,165.378,977.845,375.979,4.454,67.708,107.741,9.225,49.923,78.666,68.334,259.197,552.56,359.534,318.729,618.972,618.321,559.912,269.878,137.699,110.756,0,662.091,2.987,51.905,216.011,0.561,25.747,6.993,1036.901,-1458.184,7689.963
"TTL_O",5.463,0.175,0.073,0.933,10.751,2.598,0.356,1.16,2.397,0.038,0.027,0.082,0.169,0.262,0.101,0.109,0.285,0.396,0.348,0.04,0.015,0.039,0.072,0.252,0.022,0.033,0.341,2.002,0.976,6.647,22.805,16.014,0.079,0.627,1.892,0.166,1.151,1.021,1.223,2.775,11.093,11.702,7.501,5.327,35.557,11.15,7.354,3.054,2.912,0,82.766,0.787,9072.999,24.631,0.158,5.054,0.223,10.016,-23.794,9352.403
"TTL_P",1.596,0.038,0.03,0.171,5.862,0.992,0.164,0.337,0.668,0.014,0.004,0.024,0.04,0.126,0.053,0.049,0.112,0.105,0.076,0.013,0.014,0.023,0.037,0.08,0.013,0.022,0.271,0.467,0.323,1.517,8.284,3.517,0.046,0.935,0.963,0.057,0.415,0.836,1.147,4.901,11.222,2.553,5.977,6.093,23.285,80.721,5.937,2.047,2.352,0,3814.991,41.868,9534.906,23.212,0.049,114.855,9.48,2.656,-130.286,13586.261
"TTL_Q",5.407,0.078,0.105,1.157,8.112,1.729,0.159,0.411,2.742,0.086,0.012,0.093,0.082,0.353,0.132,0.177,0.454,0.532,0.506,0.078,0.026,0.061,0.098,0.285,0.03,0.033,0.349,0.578,0.526,4.199,16.295,7.715,0.029,0.664,0.869,0.123,1.805,1.062,0.491,2.806,9.319,2.593,4.511,5.169,25.372,19.675,422.491,2.997,4.71,0,9406.237,92.613,1542.921,6.918,0.345,29.045,13.485,13.289,-35.902,11626.238
"TTL_R",0.504,0.022,0.02,0.096,1.438,0.2,0.046,0.113,0.503,0.012,0.002,0.02,0.01,0.073,0.02,0.036,0.098,0.038,0.025,0.009,0.006,0.009,0.018,0.053,0.009,0.008,0.147,0.162,0.206,1.157,9.507,1.727,0.021,0.197,0.353,0.038,1.011,5.274,0.43,1.245,3.632,2.142,4.867,2.745,9.099,10.356,1.742,53.924,17.044,0,1207.434,46.788,617.203,100.776,0.098,62.383,24.489,7.504,-120.031,2077.061
"TTL_S",3.355,0.092,0.237,0.567,8.973,2.741,0.436,0.661,1.509,0.074,0.028,0.072,0.095,0.249,0.074,0.102,0.329,0.335,0.134,0.055,0.024,0.032,0.08,0.203,0.027,0.03,0.64,0.898,0.848,4.184,24.255,9.501,0.077,0.854,1.982,0.133,3.968,2.776,1.317,6.297,32.803,6.852,11.773,12.279,15.898,18.893,24.644,9.285,52.61,0,3401.744,2111.884,42.071,3.983,0.995,33.416,13.553,1.721,-48.508,5824.138
